"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Sierra Leone","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.1",""
"Sierra Leone","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.0",""
"Sierra Leone","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.7",""
"Sierra Leone","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.7",""
"Sierra Leone","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.5",""
"Singapore","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.1",""
"Singapore","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.1",""
"Singapore","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.7",""
"Singapore","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.1",""
"Singapore","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.0",""
"Singapore","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.6",""
"Singapore","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.1",""
"Singapore","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.5",""
"Singapore","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.7",""
"Singapore","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.0",""
"Singapore","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.6",""
"Singapore","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.1",""
"Singapore","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.2",""
"Singapore","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","167.3",""
"Singapore","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","176.8",""
"Slovakia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.7",""
"Slovakia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.4",""
"Slovakia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.4",""
"Slovakia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.7",""
"Slovakia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.7",""
"Slovakia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","167.4",""
"Slovakia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","162.4",""
"Slovakia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","157.2",""
"Slovakia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","150.5",""
"Slovakia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.8",""
"Slovakia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","219.5",""
"Slovakia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","210.2",""
"Slovakia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","202.0",""
"Slovakia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","196.2",""
"Slovakia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","208.1",""
"Slovenia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.1",""
"Slovenia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.2",""
"Slovenia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.7",""
"Slovenia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","161.2",""
"Slovenia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.9",""
"Slovenia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","163.9",""
"Slovenia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","169.2",""
"Slovenia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","174.5",""
"Slovenia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","181.5",""
"Slovenia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.4",""
"Slovenia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","298.2",""
"Slovenia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","266.3",""
"Slovenia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","224.8",""
"Slovenia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","213.1",""
"Slovenia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","213.8",""
"Solomon Islands","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.7",""
"Solomon Islands","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.4",""
"Solomon Islands","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","84.1",""
"Solomon Islands","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","76.6",""
"Solomon Islands","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","66.3",""
"Solomon Islands","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.9",""
"Solomon Islands","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.6",""
"Solomon Islands","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","81.7",""
"Solomon Islands","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","70.0",""
"Solomon Islands","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","63.7",""
"Solomon Islands","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","86.6",""
"Solomon Islands","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","76.8",""
"Solomon Islands","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","71.0",""
"Solomon Islands","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","66.7",""
"Solomon Islands","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","62.4",""
"Somalia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.6",""
"Somalia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.2",""
"Somalia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.1",""
"Somalia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.1",""
"Somalia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.1",""
"Somalia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.2",""
"Somalia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.6",""
"Somalia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.3",""
"Somalia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.4",""
"Somalia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.4",""
"Somalia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.1",""
"Somalia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.7",""
"Somalia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.7",""
"Somalia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.6",""
"Somalia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.8",""
"South Africa","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","145.1",""
"South Africa","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.3",""
"South Africa","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.7",""
"South Africa","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.5",""
"South Africa","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.0",""
"South Africa","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.1",""
"South Africa","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.5",""
"South Africa","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.8",""
"South Africa","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","157.7",""
"South Africa","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","157.8",""
"South Africa","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","252.7",""
"South Africa","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","253.4",""
"South Africa","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","245.9",""
"South Africa","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","253.3",""
"South Africa","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","242.9",""
"Spain","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.7",""
"Spain","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.4",""
"Spain","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.1",""
